Supplier;"Brend  ";"Product name (EN)";"Product name (PL)";"Order No.";Sku;"our Sku ";"Supplier Product ID";"EAN / Barcode";Item;"Qty (Quantity per Unit)";item_category;"item SubCategory";"Написаанно на этикетке товара ";"Номер в EXL";Season/Collection;Collection;Gender;"Product Line";"Color Code";"Color Description EN";"Color Description PL";"Общая колонка размеров";"Size Xs-Xl";"Age Size ";"Height Size";"Socks Size";"Hats Size";"Shoe size";"Wholesale Price EUR";"Recommended Retail Price EUR";"Wholesale Price PLN ";"Recommended Retail Price PLN";"Basis Unit";"Basis Unit Quantity";"Diameter ";"Weight KG";"Height CM";"Width CM";"Length CM";"Description EN";"Description PL";"Images 1";"Images 2";"Images 3";"Images 5";"Images 6";"Images 7";"Images 8";"Images 9";"Images 10";Warehouse
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502386;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;22;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493505509;;3;HATS/CAP;;;;"01 2026";;UNISEX;;1031;Riverside;;;;55;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Amelia Anglaise Sun Hat";;SO440600;LW17684;;LW17684;5715335241077;;4;HATS/CAP;;;;"01 2026";;GIRL;;5060;Sandy;;;;"3/4 Y";;;;;12.4;31;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Gorm Reversible Sun Hat w Ears";;SO440600;LW17698;;LW17698;5715493253585;;4;HATS/CAP;;;;"01 2026";;UNISEX;;1989;"Peach Seashell / Pale tuscany";;;;"9/12 M";;;;;11.6;29;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kornelia Printed Pool Small";;SO440600;LW18541;;LW18541;5715493240479;;4;POOLS;;;;"01 2026";;UNISEX;;1835;"Cherries / Apple blossom";;;;"ONE SIZE";;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Dove Swim Vest";;SO440600;LW19588;;LW19588;5715493369750;;2;"SWIM VEST";;;;"01 2026";;UNISEX;;1232;"Peach / Sea shell";;;;"15-19 KG";;;;;20;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Milas Sandals";;SO440600;LW19659;;LW19659;5715493419745;;1;SANDALS;;;;"01 2026";;UNISEX;;1064;"Whale blue mix";;;;29;;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Lucinda Puzzle Box";;SO440600;LW19704;;LW19704;5715493437985;;8;"CREATIVE TOYS";;;;"01 2026";;UNISEX;;1499;"All together / Sandy";;;;"ONE SIZE";;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ghita Outdoor Adventure Kit";;SO440600;LW19709;;LW19709;5715493438029;;4;"GARDEN GAME";;;;"01 2026";;UNISEX;;2459;"Peppermint multi mix";;;;"ONE SIZE";;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Desmond Basketball";;SO440600;LW19721;;LW19721;5715493422325;;8;"GARDEN GAME";;;;"01 2026";;UNISEX;;2450;"Peppermint multi mix";;;;"ONE SIZE";;;;;8.8;22;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Sanjia Flounce Sea Shoe";;SO440600;LW19783;;LW19783;5715493509590;;1;"SWIM SHOE";;;;"01 2026";;GIRL;;2614;"Mini Butterfly / Apple blossom";;;;22;;;;;13.2;33;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Manilla Baby Swim Pants";;SO440600;LW19866;;LW19866;5715493431976;;2;SWIMPANTS;;;;"01 2026";;GIRL;;1232;"Peach / Sea shell";;;;92;;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Quinn Wireless Headphones";;SO440600;LW19891;;LW19891;5715493451622;;4;"MUSIC INSTRUMENT";;;;"01 2026";;UNISEX;;1232;"Peach / Sea shell";;;;"ONE SIZE";;;;;20;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tenley Printed Swim Tee";;SO440600;LW19979;;LW19979;5715493446277;;1;"SWIM TEE";;;;"01 2026";;GIRL;;1232;"Peach / Sea shell";;;;98;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Duke Printed Board Shorts";;SO440600;LW20068;;LW20068;5715493516284;;2;"BOARD SHORTS";;;;"01 2026";;BOY;;2632;"Peppermint multi mix";;;;110;;;;;14;35;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Darla Mr Bear Sunglasses 4-10 Y";;SO440600;LW20084;;LW20084;5715493453961;;4;EYEWEAR;;;;"01 2026";;UNISEX;;2452;"Rose transparent";;;;"ONE SIZE";;;;;12.4;31;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Darla Sunglasses 4-10 Y";;SO440600;LW20087;;LW20087;5715493454029;;4;EYEWEAR;;;;"01 2026";;UNISEX;;1232;"Peach / Sea shell";;;;"ONE SIZE";;;;;12.4;31;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Alfredo Rabbit Keychain";;SO440600;LW20094;;LW20094;5715493481285;;8;KEYCHAIN;;;;"01 2026";;GIRL;;1500;Mist;;;;"ONE SIZE";;;;;7.2;18;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Claudina Sneakers";;SO440600;LW20329;;LW20329;5715493517113;;1;SNEAKERS;;;;"01 2026";;UNISEX;;2683;"Rose / Riverside";;;;35;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Stripe LS T-shirt";;SO440600;LW20354;;LW20354;5715493517243;;1;TSHIRT;;;;"01 2026";;UNISEX;;2023;"Y/D stipes Classic navy / Creme de la creme";;;;98/104;;;;;13.6;34;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Della Cap";;SO440600;LW20390;;LW20390;5715493517410;;4;HATS/CAP;;;;"01 2026";;UNISEX;;2304;"Tuscany rose multi mix";;;;55;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Set w Frills";;SO440600;LW20472;;LW20472;5715493521189;;4;SET;;;;"01 2026";;GIRL;;2475;"Peach mini / Sea shell";;;;110/116;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Dove  Swim Vest w Frill";;SO440600;LW20501;;LW20501;5715493531737;;2;"SWIM VEST";;;;"01 2026";;GIRL;;2606;"Butterfly / Apple blossom";;;;"19-30 KG";;;;;20;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Mollie Dress";;SO440600;LW20516;;LW20516;5715493521592;;2;DRESS;;;;"01 2026";;GIRL;;2608;"Flower / Lemon yellow";;;;134/140;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kelly Kangaroo Mommy & Me Teddy";;SO440600;LW20524;;LW20524;5715493531874;;6;TEDDY;;;;"01 2026";;UNISEX;;0507;Dune;;;;"ONE SIZE";;;;;19.2;48;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Lucas Activity Cube";;SO440600;LW20544;;LW20544;5715493531997;;2;"ACTIVITY TOY";;;;"01 2026";;UNISEX;;2727;"Tuscany rose multi mix";;;;"ONE SIZE";;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Delani Stripe Denim Dungarees";;SO440600;LW20579;;LW20579;5715493521752;;1;DUNGAREE;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;134;;;;;36;90;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Dayla Printed Denim Skirt";;SO440600;LW20581;;LW20581;5715493521912;;1;SKIRT;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;140;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Printed Denim Shorts";;SO440600;LW20582;;LW20582;5715493521981;;1;SHORTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;110;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Norelle Hardcase Suitcase";;SO440600;LW20628;;LW20628;5715493522537;;4;TRAVELBAG;;;;"01 2026";;UNISEX;;1232;"Peach / Sea shell";;;;"ONE SIZE";;;;;48;120;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kenza Printed Denim Overshirt";;SO440600;LW20630;;LW20630;5715493522636;;1;OVERSHIRT;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;140;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement SS T-shirt";;SO440600;LW20637;;LW20637;5715493522766;;3;TSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;98/104;;;;;13.6;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement LS T-shirt";;SO440600;LW20638;;LW20638;5715493522872;;1;TSHIRT;;;;"01 2026";;UNISEX;;2634;"Cool kids / Beach blue";;;;134/140;;;;;13.6;34;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493523053;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;140;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523152;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;140;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Printed Denim frill Dress";;SO440600;LW20641;;LW20641;5715493523251;;1;DRESS;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;140;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523633;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;140;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Alfredo Sweethearts Keychain";;SO440600;LW20650;;LW20650;5715493523763;;8;KEYCHAIN;;;;"01 2026";;GIRL;;9470;"Pale tuscany";;;;"ONE SIZE";;;;;7.2;18;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523992;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;128;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Stripe Denim Frill Dress";;SO440600;LW20669;;LW20669;5715493524425;;3;DRESS;;;;"01 2026";;GIRL;;2671;"Classic navy / Creme de la creme";;;;110;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Nieve Printed Longsleeve Rib T-shirt";;SO440600;LW20679;;LW20679;5715493525958;;1;TSHIRT;;;;"01 2026";;GIRL;;1836;"Leo spots / Mist";;;;86/92;;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529659;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;110/116;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Anthony Baby Seersucker Swim Pants";;SO440600;LW20682;;LW20682;5715493526467;;2;SWIMPANTS;;;;"01 2026";;UNISEX;;2662;"Peppermint / Sandy";;;;92;;;;;14;35;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526849;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;140;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527198;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;98;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Stripe SS T-shirt";;SO440600;LW20725;;LW20725;5715493527426;;2;TSHIRT;;;;"01 2026";;UNISEX;;2673;"Riverside / Creme de la creme";;;;134/140;;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527624;;2;SET;;;;"01 2026";;UNISEX;;2653;"Pufferfish / peppermint / mix";;;;122/128;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Opal Baby Cap";;SO440600;LW20735;;LW20735;5715493528027;;2;HATS/CAP;;;;"01 2026";;UNISEX;;5060;Sandy;;;;49;;;;;11.2;28;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kinsley Placement Denim Overshirt";;SO440600;LW20934;;LW20934;5715493544799;;1;OVERSHIRT;;;;"01 2026";;BOY;;2674;"Cool kids / Light blue denim";;;;104;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502393;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;23;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502409;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;24;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502416;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;25;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502423;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;26;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502430;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;27;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502447;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;28;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502454;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;29;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502461;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;30;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502478;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;31;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502485;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;32;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502492;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;33;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502508;;1;SANDALS;;;;"01 2026";;UNISEX;;2696;"Tuscany rose multi mix";;;;34;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502188;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;34;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502171;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;33;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502164;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;32;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502157;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;31;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502140;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;30;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502133;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;29;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502126;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;28;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502119;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;27;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502102;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;26;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502096;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;25;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502089;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;24;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502072;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;23;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502065;;1;SANDALS;;;;"01 2026";;UNISEX;;2124;"Classic navy multi mix";;;;22;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Monty Sandals";;SO440600;LW14740;;LW14740;5715493502294;;1;SANDALS;;;;"01 2026";;UNISEX;;2695;"Peppermint multi mix";;;;29;;;;;16;40;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493450052;;4;HATS/CAP;;;;"01 2026";;UNISEX;;1041;"Tuscany rose / Pale tuscany";;;;55;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493450045;;4;HATS/CAP;;;;"01 2026";;UNISEX;;1041;"Tuscany rose / Pale tuscany";;;;53;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493505530;;4;HATS/CAP;;;;"01 2026";;UNISEX;;2347;"Dusty rose";;;;53;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493505547;;2;HATS/CAP;;;;"01 2026";;UNISEX;;2347;"Dusty rose";;;;55;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493505615;;4;HATS/CAP;;;;"01 2026";;UNISEX;;2625;"Riverside mix";;;;53;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Danny Cap";;SO440600;LW17683;;LW17683;5715493505622;;4;HATS/CAP;;;;"01 2026";;UNISEX;;2625;"Riverside mix";;;;55;;;;;10.8;27;;;;;;;;;;;;;;;;;;;;;
